left,center,right,expected
0.8764699697494507,0.085093192756176,0.038436830043792725,0.16196685284376144
0.4593052566051483,0.26786065101623535,0.27283406257629395,0.8135287761688232
0.787485659122467,0.14553405344486237,0.06698036938905716,0.2794947922229767
0.4375932216644287,0.20899571478366852,0.3534109890460968,0.9158176928758621
0.4293745458126068,0.31893986463546753,0.25168555974960327,0.8223109841346741
0.9508841633796692,0.03899823874235153,0.010117534548044205,0.05923330783843994
0.6056451201438904,0.20641623437404633,0.1879386305809021,0.5822934955358505
0.86281818151474,0.11325719952583313,0.02392466738820076,0.16110653430223465
0.9656023979187012,0.023171836510300636,0.011225806549191475,0.045623449608683586
0.715806245803833,0.09079307317733765,0.19340059161186218,0.477594256401062
0.026542456820607185,0.4679577350616455,0.5054998397827148,1.4789574146270752
0.6062658429145813,0.11308100074529648,0.28065311908721924,0.674387238919735
0.1923711746931076,0.13405504822731018,0.6735737323760986,1.4812025129795074
0.3147115707397461,0.254925936460495,0.4303625226020813,1.1156509816646576
0.7476673722267151,0.0951608195900917,0.15717187523841858,0.40950457006692886
0.9468339681625366,0.04147971794009209,0.011686365120112896,0.06485244818031788
0.17367573082447052,0.8104549050331116,0.015869298949837685,0.8421935029327869
0.7164673209190369,0.12379542738199234,0.1597372144460678,0.44326985627412796
0.8894776105880737,0.08572584390640259,0.024796562269330025,0.13531896844506264
0.8538777828216553,0.13408778607845306,0.012034453451633453,0.15815669298171997
0.9199399948120117,0.057374075055122375,0.022685930132865906,0.10274593532085419
0.3781915605068207,0.3919277787208557,0.2298806607723236,0.8516891002655029
0.862187922000885,0.12248530238866806,0.015326767228543758,0.15313883684575558
0.9078606367111206,0.08133473247289658,0.010804527439177036,0.10294378735125065
0.4430762231349945,0.34109848737716675,0.21582531929016113,0.772749125957489
0.36381688714027405,0.21569107472896576,0.4204919636249542,1.0566750019788742
0.7747389674186707,0.10242097824811935,0.1228400394320488,0.34810105711221695
0.8985651731491089,0.08482273668050766,0.016612062230706215,0.11804686114192009
0.06101106479763985,0.09660448879003525,0.842384397983551,1.7813732847571373
0.8162712454795837,0.08600679039955139,0.0977218970656395,0.2814505845308304
0.78927081823349,0.14634361863136292,0.06438551098108292,0.27511464059352875
0.985762357711792,0.011344918049871922,0.0028926448430866003,0.017130207736045122
0.7718037366867065,0.20938318967819214,0.018813014030456543,0.24700921773910522
0.9765698313713074,0.018344637006521225,0.005085522308945656,0.028515681624412537
0.8994864821434021,0.08001615107059479,0.02049746736884117,0.12101108580827713
0.7700841426849365,0.21505901217460632,0.01485695131123066,0.24477291479706764
0.08723892271518707,0.044893838465213776,0.8678671717643738,1.7806281819939613
0.6475726962089539,0.21459078788757324,0.1378365457057953,0.4902638792991638
0.9566205143928528,0.01581902801990509,0.027560457587242126,0.07093994319438934
0.3921010494232178,0.3885855972766876,0.21931342780590057,0.8272124528884888
0.9365192651748657,0.052977826446294785,0.01050289161503315,0.07398360967636108
0.3914855420589447,0.19485391676425934,0.41366052627563477,1.0221749693155289
0.48324641585350037,0.28037703037261963,0.2363765835762024,0.7531301975250244
0.8357324600219727,0.09701734036207199,0.06725014746189117,0.23151763528585434
0.8389626741409302,0.1461220681667328,0.01491534523665905,0.1759527586400509
0.6003684997558594,0.3427638113498688,0.056867729872465134,0.45649927109479904
0.27405890822410583,0.14444558322429657,0.581495463848114,1.3074365109205246
0.5724086761474609,0.20529496669769287,0.2222963273525238,0.6498876214027405
0.8755565881729126,0.1069134995341301,0.01752985268831253,0.14197320491075516
0.23655582964420319,0.24606291949748993,0.5173813104629517,1.2808255404233932
0.06601784378290176,0.6631188988685608,0.27086326479911804,1.2048454284667969
0.20616672933101654,0.3491542935371399,0.4446789026260376,1.238512098789215
0.5712376236915588,0.20323124527931213,0.22553111612796783,0.6542934775352478
